"StoreId","Name","Latitude","Longitude","Address","Street","City","State","Zip_Code","County","Phone","Open Hours","Url","Provider","Updated Date","Country","Stock Ticker"
"6616","Merchants Walk","33.9805","-84.428","1311 Johnson Ferry Road Ne Marietta GA 30068","1311 Johnson Ferry Road Ne","Marietta","GA","30068","Cobb","678-996-9700","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/merchantswalk","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"455646","Highland Village","33.0738","-97.0855","The Shops At Highland Village Highland Village TX 75077","The Shops At Highland Village","Highland Village","TX","75077","Denton","972-538-9710","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/highlandvillage","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"114206","Del Mar","32.9813","-117.252","2600 Via De La Valle, Suite 100 Del Mar CA 92014","2600 Via De La Valle, Suite 100","Del Mar","CA","92014","San Diego","858-436-9800","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/delmar","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6508","Sauganash","41.9905","-87.7487","6020 N Cicero Ave Chicago IL 60646","6020 N Cicero Ave","Chicago","IL","60646","Cook","773-205-1100","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/sauganash","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6719","Soma","37.7813","-122.4","399 4Th Street San Francisco CA 94107","399 4Th Street","San Francisco","CA","94107","San Francisco","415-618-0066","8:00 AM - 10:00 PM Every Day","https://www.wholefoodsmarket.com/stores/soma","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"126856","GovernorS Ranch","39.623","-105.092","5155 S. Wadsworth Blvd. Littleton CO 80123","5155 S. Wadsworth Blvd.","Littleton","CO","80123","Jefferson","303-586-5220","7:30am to 9:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/governorsranch","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6636","Newton","42.3301","-71.2064","916 Walnut St Newton MA 02461","916 Walnut St","Newton","MA","02461","Middlesex","617-969-1141","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/newton","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5671381","Birmingham","42.5468","-83.1942","2100 East Maple Road Birmingham MI 48009","2100 East Maple Road","Birmingham","MI","48009","Oakland","248-649-9600","8:00 am to 10:00 pm seven days a week.","https://www.wholefoodsmarket.com/stores/birminghammi","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6734","Santa Cruz","36.9789","-122.015","911 Soquel Ave Santa Cruz CA 95062","911 Soquel Ave","Santa Cruz","CA","95062","Santa Cruz","831-426-9901","8:00 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/santacruz","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6685","San Ramon","37.7618","-121.961","100 Sunset Drive San Ramon CA 94583","100 Sunset Drive","San Ramon","CA","94583","Contra Costa","925-355-9000","7:00 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/RAM","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5690746","Bridgewater","40.577","-74.5614","319 Chimney Rock Road Bound Brook NJ 08805","319 Chimney Rock Road","Bound Brook","NJ","08805","Somerset","732-584-1960","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/bridgewater","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5702131","Orange Village","41.45","-81.4851","50 Wall St Orange OH 44122","50 Wall St","Orange","OH","44122","Cuyahoga","216-464-9403","7:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/orangevillage","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6566","Henderson","36.0234","-115.082","100 S. Green Valley Pkwy Henderson NV 89012","100 S. Green Valley Pkwy","Henderson","NV","89012","Clark","702-361-8183","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/Henderson","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6769","Winston-Salem","36.0956","-80.2752","41 Miller Street Winston Salem NC 27104","41 Miller Street","Winston Salem","NC","27104","Forsyth","336-722-9233","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/winston-salem","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6776","Buckhead","33.8409","-84.3814","77 West Paces Ferry Rd Nw Atlanta GA 30305","77 West Paces Ferry Rd Nw","Atlanta","GA","30305","Fulton","404-324-4100","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/buckhead","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6561","Gateway","30.3896","-97.7429","9607 Research Blvd. Austin TX 78759","9607 Research Blvd.","Austin","TX","78759","Travis","512-345-5003","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/gateway","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6682","Paradise Valley","33.584","-111.979","10810 N Tatum Blvd Phoenix AZ 85028","10810 N Tatum Blvd","Phoenix","AZ","85028","Maricopa","602-569-7600","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/paradisevalley","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6726","Santa Rosa","38.4423","-122.675","1181 Yulupa Ave Santa Rosa CA 95405","1181 Yulupa Ave","Santa Rosa","CA","95405","Sonoma","707-575-7915","8:00 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/santarosa","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5703491","Madison Broadway","47.6114","-122.321","1001 Broadway Seattle WA 98122","1001 Broadway","Seattle","WA","98122","King","206-802-3720","8:00 am - 9:00 pm Seven days a week","https://www.wholefoodsmarket.com/stores/madisonbroadway","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3960746","Germantown","35.0888","-89.8021","7825 U.S. Highway 72 Germantown TN 38138","7825 U.S. Highway 72","Germantown","TN","38138","Shelby","901-896-3245","8:00 am - 9:00 pm seven days a week","https://www.wholefoodsmarket.com/stores/germantown","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6500","Chelsea","40.7451","-73.9954","250 7Th Ave New York NY 10001","250 7Th Ave","New York","NY","10001","New York","212-924-5969","7:00am to 11:00pm, daily.","https://www.wholefoodsmarket.com/stores/chelsea","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"633166","Greenway","45.4425","-122.803","12220 Sw Scholls Ferry Road Tigard OR 97223","12220 Sw Scholls Ferry Road","Tigard","OR","97223","Washington","971-371-7000","8:00am - 9:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/greenway","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5657106","Lexington","37.9776","-84.5287","4059 Finn Way Lexington KY 40517","4059 Finn Way","Lexington","KY","40517","Fayette","859-971-8600","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/lexington","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6512","Closter","40.9706","-73.9563","45 Vervalen Street Closter NJ 07624","45 Vervalen Street","Closter","NJ","07624","Bergen","201-367-9099","8:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/Closter","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5708956","Woodland Hills","34.1682","-118.597","21347 Ventura Blvd Woodland Hills CA 91364","21347 Ventura Blvd","Woodland Hills","CA","91364","Los Angeles","818-610-0000","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/woodlandhills","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6756","Venice","34.0012","-118.47","225 Lincoln Blvd. Venice CA 90291","225 Lincoln Blvd.","Venice","CA","90291","Los Angeles","310-566-9480","6:30am to 10:00pm. Seven days a week.","https://www.wholefoodsmarket.com/stores/Venice","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6525","Cedar Center","41.5009","-81.5368","13998 Cedar Rd. University Heights OH 44118","13998 Cedar Rd.","University Heights","OH","44118","Cuyahoga","216-932-3918","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/Cleveland","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6545","Fresno","36.8092","-119.805","650 W. Shaw Ave. Fresno CA 93704","650 W. Shaw Ave.","Fresno","CA","93704","Fresno","559-241-0300","7:00 AM  10:00 PM Every Day","https://www.wholefoodsmarket.com/stores/fresno","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6597","Long Beach","33.7549","-118.109","6550 E. Pacific Coast Highway Long Beach CA 90803","6550 E. Pacific Coast Highway","Long Beach","CA","90803","Los Angeles","562-598-8687","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/longbeach","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5708961","Yonkers","40.9635","-73.8556","Westchester'S Ridge Hill Yonkers NY 10710","Westchester'S Ridge Hill","Yonkers","NY","10710","Westchester","914-378-8090","8:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/yonkers","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3942721","Fayetteville","36.1137","-94.1464","3425 N. College Avenue Fayetteville AR 72703","3425 N. College Avenue","Fayetteville","AR","72703","Washington","479-695-5561","8:00am10:00pm seven days a week.","https://www.wholefoodsmarket.com/stores/fayetteville","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6593","Lafayette","37.8934","-122.117","3502 Mt. Diablo Blvd. Lafayette CA 94549","3502 Mt. Diablo Blvd.","Lafayette","CA","94549","Contra Costa","925-284-5305","7:30 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/lafayette","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6699","Roosevelt Square","47.6753","-122.316","1026 Ne 64Th Street Seattle WA 98115","1026 Ne 64Th Street","Seattle","WA","98115","King","206-985-1500","7:00am - 10:00pm Seven days a week.","https://www.wholefoodsmarket.com/stores/rooseveltsquare","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"1952041","Nashua","42.7803","-71.4954","255 Amherst Street Nashua NH 03063","255 Amherst Street","Nashua","NH","03063","Hillsborough","603-318-7550","8:00 a.m. to 10:00 p.m. Seven days a week.","https://www.wholefoodsmarket.com/stores/nashua","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5708951","Trolley Square","40.758","-111.872","544 South 700 East Salt Lake City UT 84102","544 South 700 East","Salt Lake City","UT","84102","Salt Lake","801-924-9060","7:30am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/trolleysquare","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5601526","Williamsburg","40.7161","-73.9597","238 Bedford Ave Brooklyn NY 11249","238 Bedford Ave","Brooklyn","NY","11249","Kings","718-734-2321","8:00am - 11:00pm Seven days a week.","https://www.wholefoodsmarket.com/stores/williamsburg","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6619","Manhasset","40.7974","-73.6707","2101 Northern Blvd Manhasset NY 11030","2101 Northern Blvd","Manhasset","NY","11030","Nassau","516-869-8900","7:30am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/manhasset","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6489","Beverly Hills","34.0693","-118.398","239 North Crescent Dr Beverly Hills CA 90210","239 North Crescent Dr","Beverly Hills","CA","90210","Los Angeles","310-274-3360","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/beverlyhills","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3981166","Rocky River","41.4787","-81.8396","19607 Detroit Road Rocky River OH 44116","19607 Detroit Road","Rocky River","OH","44116","Cuyahoga","440-596-3440","8:00am to 9:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/rockyriver","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6530","Durham","36.0071","-78.9206","621 Broad Street Durham NC 27705","621 Broad Street","Durham","NC","27705","Durham","919-286-2290","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/durham","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6623","Mill Valley","37.896","-122.536","414 Miller Ave Mill Valley CA 94941","414 Miller Ave","Mill Valley","CA","94941","Marin","415-381-1200","7:00 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/millvalley","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6475","Aventura","25.9713","-80.1407","21105 Biscayne Blvd Aventura FL 33180","21105 Biscayne Blvd","Aventura","FL","33180","Miami-Dade","305-682-4400","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/Aventura","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6474","Orlando","28.4491","-81.4766","8003 Turkey Lake Road Orlando FL 32819","8003 Turkey Lake Road","Orlando","FL","32819","Orange","407-355-7100","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/orlando","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6653","Paramus","40.9146","-74.0591","300 Bergen Town Center Paramus NJ 07652","300 Bergen Town Center","Paramus","NJ","07652","Bergen","201-226-1244","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/paramus","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"51956","Carrollwood","28.093","-82.5042","3802 Northdale Blvd. Tampa FL 33624","3802 Northdale Blvd.","Tampa","FL","33624","Hillsborough","813-264-3600","8:00am - 9:00pm seven days a week","https://www.wholefoodsmarket.com/stores/carrollwood","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5698721","Kansas City","39.0344","-94.5835","301 E. 51St Street Kansas City MO 64112","301 E. 51St Street","Kansas City","MO","64112","Jackson","816-708-3700","7:00am - 9:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/kansascity","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5672851","Canyon Corners","40.7273","-111.547","6598 N Landmark Drive Park City UT 84098","6598 N Landmark Drive","Park City","UT","84098","Summit","435-575-0200","8:00am to 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/canyoncorners","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6658","Pembroke Pines","26.0064","-80.3497","14956 Pines Blvd Pembroke Pines FL 33027","14956 Pines Blvd","Pembroke Pines","FL","33027","Broward","954-392-3500","8:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/pembrokepines","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6696","Reno","39.4688","-119.787","6139 S. Virginia Street Reno NV 89502","6139 S. Virginia Street","Reno","NV","89502","Washoe","775-852-8023","8:00 AM - 10:00 PM Every Day","https://www.wholefoodsmarket.com/stores/reno","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3956706","Green Bay Road","42.0679","-87.7022","2748 Green Bay Road Evanston IL 60201","2748 Green Bay Road","Evanston","IL","60201","Cook","847-424-5700","8:00 a.m. to 10:00 p.m. Seven days a week","https://www.wholefoodsmarket.com/stores/greenbayroad","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6471","Bee Cave","30.3076","-97.9378","12601 Hill Country Blvd Bee Cave TX 78738","12601 Hill Country Blvd","Bee Cave","TX","78738","Travis","512-206-2730","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/beecave","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5704336","Chappaqua","41.1789","-73.7515","480 N Bedford Road Chappaqua NY 10514","480 N Bedford Road","Chappaqua","NY","10514","Westchester","914-340-5130","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/chappaqua","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6650","Upper Arlington","40.0066","-83.0526","1555 W. Lane Ave Upper Arlington OH 43221","1555 W. Lane Ave","Upper Arlington","OH","43221","Franklin","614-481-3400","8:00 am to 10:00 pm Seven days a week.","https://www.wholefoodsmarket.com/stores/upperarlington","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"288941","Lynnfield","42.5151","-71.0298","100 Market Street Lynnfield MA 01940","100 Market Street","Lynnfield","MA","01940","Essex","781-776-4300","8:00 am to 10:00 pm. Seven days a week.","https://www.wholefoodsmarket.com/stores/lynnfield","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6729","Cupertino","37.3236","-122.04","20955 Stevens Creek Blvd Cupertino CA 95014","20955 Stevens Creek Blvd","Cupertino","CA","95014","Santa Clara","408-257-7000","8:00 AM - 10:00 PM Every Day","https://www.wholefoodsmarket.com/stores/cupertino","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5644941","Woodbury","44.9431","-92.9299","305 Radio Drive Woodbury MN 55125","305 Radio Drive","Woodbury","MN","55125","Washington","651-252-3060","8am-9pm. Seven days a week.","https://www.wholefoodsmarket.com/stores/woodbury","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"77401","Oxnard","34.2401","-119.179","650 Town Center Drive Oxnard CA 93036","650 Town Center Drive","Oxnard","CA","93036","Ventura","805-751-4300","8:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/Oxnard","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6520","Carmel","39.9992","-86.1312","14598 Clay Terrace Blvd. Carmel IN 46032","14598 Clay Terrace Blvd.","Carmel","IN","46032","Hamilton","317-569-1517","8:00am-10:00pm Monday to Saturday, 8:00am-9:00pm Sunday","https://www.wholefoodsmarket.com/stores/carmel","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5616831","Ygnacio Valley Road","37.9256","-122.017","2941 Ygnacio Valley Rd. Walnut Creek CA 94598","2941 Ygnacio Valley Rd.","Walnut Creek","CA","94598","Contra Costa","925-269-9010","8:00 AM - 9:00 PM Every Day","https://www.wholefoodsmarket.com/stores/ygnaciovalleyroad","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5713451","Parsippany","40.8755","-74.4279","60 Waterview Blvd Parsippany NJ 07054","60 Waterview Blvd","Parsippany","NJ","07054","Morris","862-286-2777","8:00 a.m. to 10:00 p.m. Seven days a week.","https://www.wholefoodsmarket.com/stores/parsippany","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6654","Pasadena","34.1512","-118.073","3751 E. Foothill Blvd. Pasadena CA 91107","3751 E. Foothill Blvd.","Pasadena","CA","91107","Los Angeles","626-351-5994","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/Pasadena","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"7758","Annapolis","38.9816","-76.5403","200 Harker Piace Annapolis MD 21401","200 Harker Piace","Annapolis","MD","21401","Anne Arundel","410-573-1800","Monday-Saturday 7am-10pm Sunday 7am-9pm","https://www.wholefoodsmarket.com/stores/annapolis","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5641976","Sudbury","42.3613","-71.4319","536 Boston Post Road Sudbury MA 01776","536 Boston Post Road","Sudbury","MA","01776","Middlesex","508-358-7700","8:00 am to 9:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/sudbury","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6571","West Hollywood","34.0915","-118.361","7871 Santa Monica Blvd West Hollywood CA 90046","7871 Santa Monica Blvd","West Hollywood","CA","90046","Los Angeles","323-848-4200","7:00am - 11:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/westhollywood","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"4008046","Brea","33.9104","-117.851","3301 Imperial Hwy. Brea CA 92823","3301 Imperial Hwy.","Brea","CA","92823","Orange","714-528-7400","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/brea","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"2203066","Uptown Dallas","32.7958","-96.8015","2510 Mckinney Ave Dallas TX 75201","2510 Mckinney Ave","Dallas","TX","75201","Dallas","469-518-5814","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/uptowndallas","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6672","Princeton","40.31","-74.6673","3495 Us Route 1 South Princeton NJ 08540","3495 Us Route 1 South","Princeton","NJ","08540","Mercer","609-799-2919","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/princeton","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6720","South Street","39.9429","-75.1577","929 South Street Philadelphia PA 19147","929 South Street","Philadelphia","PA","19147","Philadelphia","215-733-9788","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/southstreet","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"20920","Vineyard","29.614","-98.5113","18403 Blanco Road San Antonio TX 78258","18403 Blanco Road","San Antonio","TX","78258","Bexar","210-408-3110","8:00 am to 10:00 pm. Seven days a week.","https://www.wholefoodsmarket.com/stores/vineyard","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3627146","Mobile","30.6772","-88.1509","3968 Airport Blvd Mobile AL 36608","3968 Airport Blvd","Mobile","AL","36608","Mobile","251-206-7028","8:00 am - 9:00 pm Seven days a week","https://www.wholefoodsmarket.com/stores/mobile","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6632","Montrose","29.7579","-95.3976","701 Waugh Drive Houston TX 77019","701 Waugh Drive","Houston","TX","77019","Harris","713-284-1260","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/Montrose","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6563","Halsted And Waveland","41.9485","-87.6499","3640 N Halsted St Chicago IL 60613","3640 N Halsted St","Chicago","IL","60613","Cook","773-472-0400","8:00 am to 10:00 pm. Seven days a week","https://www.wholefoodsmarket.com/stores/northalsted","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"3991101","Huntsville","34.7123","-86.5899","2501 Memorial Pkwy Sw Huntsville AL 35801","2501 Memorial Pkwy Sw","Huntsville","AL","35801","Madison","256-801-3741","8:00am - 9:00pm seven days a week","https://www.wholefoodsmarket.com/stores/huntsville","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"356446","Yale","36.0306","-95.9237","9136 S. Yale Ave. Tulsa OK 74137","9136 S. Yale Ave.","Tulsa","OK","74137","Tulsa","918-879-0493","8:00am - 10:00pm Seven days a week.","https://www.wholefoodsmarket.com/stores/yale","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"455606","Post Oak","29.7493","-95.4623","1700 Post Oak Blvd Houston TX 77056","1700 Post Oak Blvd","Houston","TX","77056","Harris","713-346-0537","7:00am - 10:00pm Seven days a week","https://www.wholefoodsmarket.com/stores/postoak","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6611","Madison","43.0747","-89.4442","3313 University Ave Madison WI 53705","3313 University Ave","Madison","WI","53705","Dane","608-233-9566","7:30am - 10:00pm seven days a week","https://www.wholefoodsmarket.com/stores/madison","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"6479","Bellevue","47.6183","-122.185","888 116Th Ave Ne Bellevue WA 98004","888 116Th Ave Ne","Bellevue","WA","98004","King","425-462-1400","7:00am -10:00pm Seven days/week.","https://www.wholefoodsmarket.com/stores/Bellevue","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
"5690471","Market Square","39.7684","-86.1517","320 E. Market St. Indianapolis IN 46204","320 E. Market St.","Indianapolis","IN","46204","Marion","317-559-9360","8:00am - 10:00pm seven days a week","https://www.wholefoodsmarket.com/stores/marketsquare","Whole Foods Market","2020-01-22","USA","AMZN:NASDAQ"
